"","id","sample","hexaco2","hexaco3","hexaco4","hexaco6","hexaco7","hexaco8","hexaco12","hexaco16","hexaco20","hexaco33","hexaco35","hexaco37","hexaco41","hexaco46","hexaco47","hexaco48","hexaco52","hexaco53","hexaco57","hexaco62","hexaco65","hexaco68","hexaco69","hexaco71","hexaco73","hexaco78","hexaco80","hexaco81","hexaco82","hexaco89","hexaco94","hexaco97","hexaco99","hexaco111","hexaco112","hexaco120","hexaco121","hexaco127","hexaco130","hexaco131","hexaco134","hexaco135","hexaco138","hexaco139","hexaco146","hexaco154","hexaco157","hexaco160","hexaco162","hexaco164","hexaco165","hexaco170","hexaco171","hexaco173","hexaco175","hexaco180","hexaco186","hexaco187","hexaco191","hexaco192"
"1",101398,"research",1,1,5,3,1,1,4,3,4,2,5,4,2,1,2,2,4,5,4,2,3,4,5,1,5,3,5,4,2,4,5,1,1,4,3,4,5,5,4,1,5,4,4,4,3,2,2,2,5,2,1,4,1,1,1,2,1,4,2,2
"2",101952,"research",1,2,5,3,1,2,5,5,3,1,5,2,2,4,2,2,3,4,3,4,3,4,4,2,5,5,4,2,2,2,3,2,4,5,4,4,5,5,3,1,4,4,4,4,3,2,2,4,4,4,2,3,4,2,1,2,4,3,4,2
"3",101432,"research",1,3,3,1,1,1,5,3,2,1,5,4,1,3,1,2,4,5,4,1,3,3,5,1,5,3,5,4,3,4,3,1,1,5,3,4,4,5,1,1,5,4,5,1,1,2,3,2,5,3,1,5,1,1,1,3,1,2,2,2
"4",101095,"research",1,4,1,1,2,5,5,4,3,2,4,2,3,4,3,1,2,4,1,3,2,4,4,2,2,5,2,4,3,3,3,3,1,5,5,5,5,5,4,1,4,3,5,3,3,4,3,2,5,3,3,4,2,2,1,1,1,4,2,1
"5",216402,"applicant",1,4,1,2,1,1,3,1,3,1,5,4,1,1,1,1,5,5,2,2,5,4,5,1,5,4,4,3,1,4,3,2,3,3,3,3,4,5,5,3,5,3,3,4,2,2,3,3,4,3,3,5,2,3,1,2,3,2,3,3
"6",101229,"research",1,4,2,2,2,2,4,4,2,2,4,4,2,4,4,2,2,4,3,2,2,2,4,2,4,4,4,4,4,4,4,3,2,4,3,4,5,4,2,1,4,4,2,2,2,3,3,2,4,4,2,4,1,2,1,2,4,2,3,2
"7",101029,"research",1,4,2,2,1,4,5,2,3,2,5,5,5,2,1,1,4,5,1,1,5,4,4,1,5,5,2,4,4,5,4,1,3,2,4,5,4,5,4,1,1,1,4,1,1,3,1,1,4,5,2,1,1,1,1,1,2,1,1,1
"8",100057,"research",1,4,3,2,4,4,2,1,4,1,5,1,1,1,2,1,2,5,3,3,5,2,5,1,4,3,2,5,3,5,5,2,2,5,4,5,3,5,3,1,2,4,4,2,1,1,5,2,4,2,1,4,1,1,1,3,2,2,4,1
"9",101238,"research",1,4,3,1,1,2,3,2,2,5,5,1,2,2,2,2,2,5,4,2,4,4,5,1,5,5,3,4,3,4,4,1,3,3,2,4,5,5,3,1,4,2,5,1,4,2,5,2,4,3,2,4,2,1,1,2,3,3,2,1
"10",218267,"applicant",1,4,5,2,1,1,2,1,5,1,5,5,2,2,2,2,4,2,4,5,4,5,5,1,5,3,4,2,2,2,3,1,1,5,4,5,5,5,3,1,4,5,4,2,2,2,1,2,4,2,2,4,1,2,1,4,4,1,2,5
"11",100569,"research",1,4,5,1,1,4,3,3,2,1,5,4,1,1,1,2,3,4,4,1,3,3,4,1,5,5,2,4,2,4,4,1,2,2,1,4,5,5,5,1,4,3,4,1,2,2,1,2,2,2,3,3,1,1,1,1,2,1,2,2
"12",101815,"research",1,4,5,1,5,2,4,1,1,1,5,2,4,1,2,1,4,4,4,2,4,2,4,1,4,5,4,5,1,1,5,1,1,5,4,5,4,4,4,2,4,2,5,1,4,5,2,1,4,2,2,5,2,4,3,1,2,1,3,1
"13",208201,"applicant",1,4,5,2,1,2,4,1,4,2,5,4,1,1,1,2,5,5,4,3,4,4,5,1,5,5,3,3,1,4,1,1,1,3,4,4,5,5,5,1,4,2,4,1,4,5,1,1,4,2,2,4,1,1,1,2,2,1,1,2
"14",100783,"research",1,4,5,2,1,3,5,3,4,2,5,5,2,2,2,2,4,4,5,4,2,5,4,2,2,4,2,4,2,2,3,4,1,5,4,4,2,4,4,2,2,4,4,2,2,3,5,2,5,2,2,5,5,1,2,2,2,2,1,1
"15",214709,"applicant",1,4,5,5,1,1,5,1,4,2,4,5,4,1,3,2,5,5,3,2,5,5,5,1,5,4,5,4,1,2,5,1,1,5,3,4,4,5,3,1,3,3,2,1,2,3,1,1,2,2,2,4,1,1,1,2,3,1,2,3
"16",100097,"research",1,5,1,3,1,4,3,2,4,5,5,2,2,1,1,2,1,5,1,1,5,4,2,1,5,3,2,1,4,5,5,2,2,1,4,4,4,4,2,2,4,3,4,4,1,2,3,2,2,5,4,5,1,1,1,4,2,4,2,4
"17",100665,"research",1,5,2,3,2,5,2,4,4,2,2,1,2,2,2,3,2,5,4,2,4,2,5,2,2,1,2,3,4,4,4,2,1,5,2,3,5,5,2,2,4,2,2,2,4,2,2,2,2,2,2,2,1,2,2,2,3,2,2,4
"18",218200,"applicant",1,5,3,1,1,2,2,4,2,2,4,4,1,2,3,3,2,4,5,2,5,5,5,1,5,4,2,4,4,5,5,2,3,2,3,3,5,5,2,1,5,2,5,4,1,2,1,3,5,1,1,5,2,1,1,2,3,1,3,2
"19",213542,"applicant",1,5,4,2,1,2,4,2,3,1,4,2,2,1,2,2,3,5,4,2,4,4,4,2,5,4,4,4,2,2,4,2,2,4,4,4,4,5,2,2,2,3,4,2,2,2,2,4,4,2,2,4,1,2,1,2,4,3,2,4
"20",100606,"research",1,5,4,3,1,3,3,1,2,3,4,4,1,3,2,3,4,4,3,2,4,3,5,1,5,4,4,2,1,3,3,2,1,3,4,3,5,5,3,1,3,4,3,2,5,4,1,3,4,4,3,3,1,1,1,3,3,1,3,3
"21",218248,"applicant",1,5,4,2,1,1,3,2,3,2,5,5,1,2,2,3,4,5,3,2,4,4,5,1,5,3,4,2,2,4,4,2,1,5,4,3,4,5,4,1,4,3,3,1,2,3,1,2,4,3,2,4,1,1,1,3,2,1,1,3
"22",217388,"applicant",1,5,4,2,1,4,3,1,4,2,5,4,1,1,1,3,3,5,3,2,4,3,5,1,5,3,3,3,1,5,4,1,1,3,5,4,5,5,5,1,3,3,4,1,2,4,1,1,3,1,2,4,1,1,1,3,4,1,1,3
"23",100048,"research",1,5,4,4,1,2,2,2,4,2,2,2,1,1,2,2,2,5,4,4,4,4,4,1,5,3,2,2,2,4,4,4,1,4,4,2,4,4,2,1,4,2,2,2,2,2,5,4,2,2,2,4,1,1,1,4,2,4,1,4
"24",101197,"research",1,5,4,4,1,4,4,4,1,1,5,3,1,4,1,1,3,5,4,2,3,4,5,1,5,3,3,4,4,5,3,1,2,3,2,3,5,5,4,1,4,3,4,3,2,2,3,3,4,4,1,4,1,1,1,2,3,3,1,2
"25",213497,"applicant",1,5,5,1,1,1,4,2,3,4,4,2,2,1,2,1,5,5,4,2,2,3,5,1,4,4,5,3,2,5,4,1,1,4,4,4,4,5,2,1,2,3,5,1,5,2,2,2,4,4,1,4,1,1,1,2,2,1,2,2
"26",212889,"applicant",1,5,5,1,1,1,5,2,2,1,5,5,1,1,1,2,5,5,5,1,2,2,5,1,5,4,4,4,2,2,5,1,2,4,2,4,5,5,2,1,4,4,3,1,2,2,1,2,3,2,1,4,1,1,1,2,3,1,1,2
"27",100799,"research",1,5,5,1,1,2,4,1,4,2,4,2,1,1,1,1,3,5,2,3,5,4,5,1,5,4,2,4,1,4,3,1,1,3,2,3,1,5,4,1,3,4,5,1,3,2,2,2,5,3,1,3,1,1,1,3,1,1,2,1
"28",100935,"research",1,5,5,2,1,1,5,4,3,1,5,3,1,2,1,1,3,5,3,1,2,2,4,1,3,3,4,5,4,2,3,1,1,3,2,5,5,5,3,1,4,3,3,1,3,3,1,2,3,2,2,3,1,1,1,1,2,3,2,2
"29",100272,"research",1,5,5,4,1,1,4,1,1,1,4,1,1,1,1,1,5,5,3,2,2,1,5,1,2,4,5,3,1,3,4,1,1,4,4,3,1,5,5,1,4,3,1,1,5,2,5,1,4,3,1,2,1,1,1,2,2,2,2,4
"30",101903,"research",2,1,1,2,4,2,2,2,2,1,4,2,3,2,4,2,3,4,4,2,4,3,5,2,4,4,4,4,2,2,2,2,1,3,4,4,4,3,4,1,3,3,5,2,2,4,3,1,5,4,2,4,1,1,1,1,4,1,3,1
"31",100645,"research",2,1,2,1,1,2,4,4,2,2,5,3,2,2,1,2,2,4,4,3,4,4,5,2,5,4,3,4,3,3,3,1,2,4,4,4,5,5,3,1,4,4,5,1,2,2,2,2,4,2,2,4,1,2,1,1,3,1,2,2
"32",100601,"research",2,2,2,4,2,4,1,2,2,2,4,4,2,2,2,2,2,4,3,2,4,2,3,2,4,3,2,4,3,4,3,2,2,3,4,4,4,3,3,1,4,2,3,2,4,2,4,2,3,4,2,3,1,2,2,4,4,4,4,4
"33",218647,"applicant",2,2,2,2,2,4,5,3,1,3,5,4,1,2,2,2,5,4,5,4,3,5,5,1,2,5,4,4,2,4,5,1,3,3,4,4,5,4,5,1,4,4,4,1,2,3,2,1,5,2,2,5,3,1,1,1,2,4,1,2
"34",100067,"research",2,2,2,2,4,5,4,2,2,2,3,4,1,1,3,4,2,4,4,2,4,2,2,3,2,4,2,2,2,3,3,2,2,1,4,3,5,4,2,1,4,2,4,2,2,2,1,3,2,4,4,4,4,2,2,2,4,1,4,2
"35",100518,"research",2,3,2,1,1,4,4,2,3,2,3,3,2,2,3,2,2,4,2,3,3,5,2,2,5,5,2,2,2,3,3,1,2,1,3,4,5,5,3,1,4,3,5,2,3,3,1,3,5,2,3,4,3,2,1,2,1,1,3,1
"36",100264,"research",2,3,2,3,1,5,5,5,4,1,5,2,2,4,4,2,2,5,4,2,4,4,3,3,2,2,1,4,3,3,2,4,2,5,4,3,2,4,3,1,2,5,2,2,2,2,3,3,4,2,2,2,2,1,1,3,4,2,2,3
"37",100536,"research",2,4,2,3,4,2,2,2,3,2,5,2,2,1,3,2,1,5,4,1,4,4,4,2,2,2,4,2,4,4,5,2,1,4,4,4,5,2,4,1,5,2,2,1,4,2,4,2,4,2,2,2,1,4,4,2,4,1,2,4
"38",101573,"research",2,4,2,1,1,2,4,2,1,1,5,2,2,1,1,2,2,5,4,2,4,4,4,1,5,4,4,4,1,5,4,2,2,4,4,4,5,4,2,1,5,4,4,2,2,2,3,1,4,5,1,5,1,1,1,2,2,2,2,2
"39",101096,"research",2,4,2,2,1,2,4,4,2,2,5,2,2,2,2,4,2,5,4,2,4,4,4,1,4,2,4,4,2,2,4,2,2,4,4,3,5,4,5,1,4,4,4,2,1,2,2,2,4,4,2,4,2,2,2,2,2,2,2,2
"40",100208,"research",2,4,2,4,1,2,5,2,2,1,5,3,4,3,2,2,3,4,2,2,3,2,4,2,5,4,2,4,2,3,3,2,2,3,4,4,4,4,4,1,4,4,4,2,3,2,2,3,4,2,2,2,1,1,1,2,4,2,1,2
"41",216053,"applicant",2,4,2,5,2,4,2,2,4,2,5,5,1,1,1,2,2,5,4,2,5,4,5,1,5,1,2,4,2,5,4,2,2,4,2,4,4,4,4,1,2,2,1,2,4,4,2,2,2,2,2,4,1,1,2,2,4,2,2,2
"42",100492,"research",2,4,2,5,5,3,2,2,1,1,3,4,2,1,1,3,2,5,4,2,2,5,4,1,4,4,2,4,4,4,4,1,1,4,4,3,1,1,2,1,2,4,2,2,2,2,3,3,3,3,4,2,1,1,1,4,4,2,1,4
"43",100685,"research",2,4,3,1,1,2,4,2,4,1,4,2,4,2,3,1,3,2,2,2,1,4,4,2,5,4,3,4,3,4,4,1,1,4,4,4,5,5,3,1,4,3,4,1,2,2,4,2,4,2,3,4,2,4,1,2,2,1,3,2
"44",101498,"research",2,4,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,5,3,2,4,4,3,1,4,2,4,4,2,2,3,2,1,3,3,3,4,4,4,2,4,3,4,2,2,2,4,3,3,2,2,3,1,2,1,2,2,3,2,2
"45",212854,"applicant",2,4,3,2,1,3,4,3,2,3,4,3,2,2,2,3,3,4,4,3,5,2,3,2,4,3,3,3,3,3,4,2,2,3,4,3,4,5,4,2,3,4,3,3,4,4,3,2,4,3,3,3,2,1,1,2,3,4,2,3
"46",101858,"research",2,4,3,2,2,2,4,2,2,2,3,4,2,2,4,2,2,4,4,4,3,2,4,2,2,2,4,3,4,4,4,2,1,4,4,4,4,4,2,2,2,3,4,2,2,2,2,2,3,2,1,4,1,2,2,2,4,2,2,4
"47",100005,"research",2,4,3,3,1,4,4,2,3,2,4,4,2,1,2,2,4,4,4,4,5,3,5,1,4,3,3,4,2,4,4,2,1,4,4,4,5,5,4,1,4,5,5,2,3,4,2,2,4,3,2,3,3,1,1,3,3,2,2,2
"48",217049,"applicant",2,4,3,2,1,4,3,3,3,3,5,3,1,2,1,2,3,4,3,2,4,4,4,2,3,2,2,2,3,3,3,3,2,4,3,3,4,5,3,1,2,3,4,2,4,3,4,3,3,2,4,3,4,2,2,3,4,3,3,2
"49",101965,"research",2,4,4,3,1,4,2,4,3,1,5,2,2,1,2,1,4,5,4,2,4,5,2,1,2,4,2,4,2,4,5,1,1,5,4,4,5,5,2,1,4,4,5,2,2,2,4,2,5,2,1,2,2,1,1,1,1,2,2,2
"50",217461,"applicant",2,4,4,1,1,2,4,1,3,2,5,4,1,1,2,2,4,4,3,4,4,4,4,2,4,4,4,4,3,2,3,1,2,4,4,4,1,4,4,2,4,4,4,2,3,4,1,3,4,2,2,2,2,2,2,2,2,1,2,2
"51",101882,"research",2,4,4,2,1,2,5,4,4,1,4,4,2,2,2,2,4,4,4,4,3,4,5,1,4,4,4,4,2,2,3,2,2,4,4,5,4,5,4,1,2,4,5,1,2,2,1,2,5,2,2,4,1,1,1,2,1,1,2,2
"52",215312,"applicant",2,4,4,2,2,2,4,2,3,2,4,3,1,1,2,2,3,4,3,2,5,4,4,2,5,3,2,3,1,3,3,1,2,5,3,4,5,5,4,1,2,4,5,1,3,4,2,2,4,2,2,2,1,2,1,2,4,1,1,2
"53",101906,"research",2,4,4,2,3,2,3,2,2,1,4,3,3,1,3,2,3,4,3,3,2,4,5,2,3,2,4,4,1,3,4,3,2,4,5,3,4,4,4,2,4,3,4,3,2,2,4,2,4,3,2,4,1,4,2,2,3,3,2,3
"54",200821,"applicant",2,4,4,2,1,2,3,3,3,2,4,5,2,1,1,2,4,5,3,3,2,4,5,1,5,2,2,3,3,2,3,1,1,4,3,4,5,5,3,1,3,3,4,1,1,3,1,1,3,2,2,2,1,1,1,3,4,1,2,2
"55",101365,"research",2,4,4,2,1,2,3,3,4,1,5,3,2,2,2,3,4,5,4,3,1,4,5,2,2,2,4,3,3,4,4,2,1,3,3,3,2,5,4,2,3,2,4,1,4,4,3,1,5,1,1,3,2,2,1,3,2,2,1,1
"56",215158,"applicant",2,4,4,2,1,4,2,4,2,2,4,4,2,2,2,2,4,4,3,2,3,2,4,2,4,4,3,2,2,2,3,2,2,3,4,4,4,4,3,2,2,2,4,2,4,4,2,2,4,2,3,2,2,2,2,2,2,2,2,2
"57",101301,"research",2,4,4,2,2,4,4,4,4,4,4,4,2,2,4,2,4,4,2,2,3,4,4,2,4,4,2,2,2,4,4,2,2,2,2,3,4,4,2,2,3,2,4,4,4,4,2,2,4,2,3,4,2,2,2,2,3,2,3,2
"58",101574,"research",2,4,4,1,2,2,4,1,4,1,5,4,1,1,2,2,4,5,4,4,5,5,5,1,5,5,4,4,2,4,4,1,1,5,4,4,5,5,4,1,3,2,5,2,2,4,4,2,5,1,2,3,1,1,1,2,1,4,2,2
"59",218850,"applicant",2,4,4,3,1,4,4,2,4,2,4,3,2,1,2,3,4,4,3,3,4,4,4,2,1,3,4,4,2,4,4,2,2,3,4,3,5,5,3,1,4,4,4,2,4,3,2,2,4,2,2,4,2,2,1,4,2,1,2,3
"60",101559,"research",2,4,4,3,2,4,4,3,3,1,4,3,2,2,2,2,3,4,4,2,3,2,5,2,4,3,2,4,2,4,4,2,2,3,4,4,4,4,4,2,4,4,4,3,2,3,3,2,4,4,2,4,2,2,2,2,2,3,2,3
"61",100605,"research",2,4,5,1,2,3,3,1,3,1,5,3,1,2,3,3,3,3,3,3,4,1,3,2,4,3,3,4,2,3,3,2,2,5,4,4,1,5,3,2,4,3,5,5,3,4,4,1,5,2,3,4,2,2,1,3,1,3,4,2
"62",218580,"applicant",2,4,5,4,1,4,1,1,2,1,5,4,2,1,1,2,4,4,3,2,2,4,4,1,5,1,4,4,1,1,4,1,1,4,4,4,5,5,4,1,4,3,2,1,2,2,1,2,2,2,2,2,1,2,1,2,5,1,1,2
"63",215320,"applicant",2,4,5,2,1,2,5,2,2,2,5,4,1,2,2,2,4,1,4,3,5,4,4,1,4,4,2,3,2,4,4,2,4,4,4,3,5,5,4,2,4,4,3,2,4,3,2,1,3,3,3,3,2,1,2,3,3,2,3,2
"64",214173,"applicant",2,4,5,2,1,4,4,1,3,1,4,4,1,1,1,1,5,5,5,4,3,5,5,1,5,4,5,4,1,4,5,1,1,4,4,4,5,5,1,1,4,5,4,1,5,3,2,1,4,1,2,2,1,1,1,2,3,1,2,2
"65",101951,"research",2,5,1,1,1,1,4,4,3,2,5,5,1,2,2,1,5,5,5,2,5,4,5,2,4,5,5,3,2,2,3,2,2,5,5,5,5,5,5,1,5,4,5,1,3,5,1,1,4,2,2,5,1,2,1,1,1,4,2,1
"66",100648,"research",2,5,1,2,3,2,2,5,1,1,4,4,1,4,2,3,2,4,5,2,5,4,3,2,3,2,2,4,4,4,2,2,1,5,2,3,5,3,2,2,4,5,4,3,3,2,3,4,4,3,1,4,1,1,4,3,1,3,2,2
"67",100220,"research",2,5,1,1,2,4,5,4,2,1,4,4,2,3,1,2,1,5,3,2,3,2,4,1,4,5,3,4,4,5,4,1,4,2,3,4,4,5,2,2,4,3,4,4,3,1,2,3,4,4,2,4,1,1,2,1,3,2,4,2
"68",100666,"research",2,5,2,1,2,4,4,4,3,1,4,4,3,4,4,2,3,3,4,3,4,5,5,3,3,5,2,4,4,2,2,2,2,3,2,5,5,5,4,2,4,3,5,1,2,3,1,4,5,2,2,2,2,2,1,2,1,1,3,2
"69",100094,"research",2,5,2,4,1,5,2,2,4,2,4,2,4,1,4,2,2,4,5,2,3,5,5,2,2,4,1,3,2,2,2,4,1,5,2,2,1,5,2,3,2,3,2,2,4,2,5,4,2,1,1,2,1,2,2,2,4,4,2,4
"70",101590,"research",2,5,3,1,2,1,4,4,4,2,5,3,2,1,2,2,3,4,4,3,4,4,5,2,3,4,3,4,4,4,4,2,1,4,2,4,4,5,3,1,4,4,5,3,2,2,4,2,5,2,2,3,1,3,1,2,1,4,3,1
"71",100221,"research",2,5,3,2,1,4,4,3,4,2,4,3,2,3,2,2,4,5,4,3,3,4,5,1,3,4,2,4,2,4,2,2,2,4,4,3,2,2,3,1,3,4,5,4,2,3,2,3,4,2,2,5,2,2,1,1,1,3,4,2
"72",218865,"applicant",2,5,3,1,1,4,3,1,4,3,5,3,1,1,2,3,3,5,3,5,4,4,5,2,3,4,2,3,2,3,4,2,1,4,3,4,4,5,3,2,2,4,5,2,4,2,2,2,4,2,2,4,1,2,1,2,1,2,2,2
"73",102030,"research",2,5,4,1,1,1,4,1,2,1,5,3,1,1,5,1,3,4,4,1,3,3,5,1,3,5,5,4,1,3,5,1,1,4,3,5,5,5,3,2,5,3,5,1,1,2,3,1,5,2,1,5,1,2,1,1,2,1,3,2
"74",100910,"research",2,5,4,2,1,2,5,4,3,2,4,5,4,1,2,1,3,3,3,3,2,4,4,2,4,5,5,2,4,2,5,1,2,5,5,5,4,5,4,2,5,4,5,1,2,3,2,4,5,3,2,4,1,1,2,2,3,2,3,1
"75",218292,"applicant",2,5,4,1,1,4,4,2,3,2,5,3,2,1,2,2,2,4,4,2,4,2,4,2,4,2,2,2,2,4,4,2,2,4,2,4,5,4,5,2,5,4,2,2,1,3,3,2,4,2,2,5,1,2,1,2,4,2,2,2
"76",101905,"research",2,5,4,2,1,4,2,1,1,1,4,3,2,1,5,3,4,4,4,2,4,4,5,2,5,1,4,4,2,2,5,1,1,4,4,5,5,5,4,1,5,2,1,1,5,5,1,2,5,2,2,4,1,2,1,1,1,1,3,5
"77",101139,"research",2,5,4,2,3,4,4,3,3,2,4,4,2,2,2,3,4,4,3,3,4,4,4,2,4,3,3,4,2,4,3,2,2,4,4,3,4,4,4,2,4,4,3,3,3,3,2,3,3,3,2,4,2,2,2,3,3,4,3,3
"78",100675,"research",2,5,4,3,1,3,4,3,3,2,3,4,1,2,2,2,4,5,4,4,4,4,5,2,5,1,4,5,1,4,4,1,1,4,4,4,5,5,5,1,4,4,2,2,2,4,1,2,4,2,2,3,1,1,1,5,2,1,3,5
"79",101987,"research",2,5,4,1,1,3,4,4,4,1,5,3,1,1,2,3,3,5,5,3,4,5,5,1,5,5,5,5,2,5,4,1,1,5,4,3,5,5,5,1,4,5,4,2,2,3,3,2,5,2,1,5,1,1,1,1,4,2,1,2
"80",218127,"applicant",2,5,5,1,1,2,5,2,4,1,5,5,1,2,1,1,5,5,5,1,5,4,5,1,5,4,4,4,1,5,5,1,1,5,4,5,5,5,5,1,5,5,5,1,2,5,1,1,5,1,2,5,1,2,1,2,2,1,1,2
"81",100201,"research",3,3,5,1,1,3,1,2,1,2,4,1,1,2,3,3,4,3,4,4,4,3,4,2,5,3,3,3,2,2,2,1,2,3,4,3,5,5,3,2,3,4,5,1,3,3,5,1,4,2,2,3,2,2,1,3,2,2,3,3
"82",100453,"research",3,4,1,1,2,4,5,1,2,3,5,4,1,1,1,2,3,5,4,3,2,4,5,2,3,5,4,3,1,2,4,2,1,4,4,4,4,5,4,1,5,4,5,3,1,2,1,2,4,2,2,1,1,1,1,1,2,1,1,2
"83",217257,"applicant",3,4,4,2,2,3,4,2,3,2,4,2,2,3,2,3,4,4,4,2,4,4,4,1,4,4,2,4,4,2,3,1,1,4,2,3,1,5,4,2,4,3,4,1,2,2,3,4,4,2,2,4,1,2,2,2,3,1,2,2
"84",101537,"research",3,4,4,3,2,1,5,2,2,2,4,4,2,1,1,1,5,5,3,3,3,2,4,2,5,4,4,3,1,2,4,1,1,4,5,4,1,5,4,1,2,4,3,1,3,5,2,1,3,4,3,3,1,1,1,1,2,1,1,3
"85",215617,"applicant",3,4,4,2,1,3,5,2,2,2,5,4,1,2,1,4,4,5,4,2,5,4,5,1,4,3,4,4,2,4,4,1,1,5,4,4,5,5,4,1,4,4,4,2,3,2,3,2,5,2,2,2,1,1,1,2,2,2,2,2
"86",101103,"research",3,4,4,3,3,4,3,4,4,2,5,4,2,2,3,2,4,4,3,2,4,4,3,2,4,4,2,4,3,5,4,2,2,3,4,4,4,3,3,2,4,2,5,4,3,3,4,2,5,3,3,4,2,2,3,4,1,4,4,1
"87",100576,"research",3,4,5,1,1,1,2,2,4,3,5,3,3,1,3,3,5,3,3,4,5,4,5,3,3,3,5,5,3,4,5,3,2,4,4,4,4,3,4,3,4,3,4,3,3,3,5,2,4,3,2,3,1,1,2,2,3,5,3,3
"88",101299,"research",3,5,2,1,2,5,5,4,3,3,4,5,1,3,2,1,2,3,3,2,3,5,4,1,3,5,3,3,2,3,3,2,2,4,4,5,4,3,3,1,4,4,4,3,3,4,3,2,3,3,2,4,1,1,1,2,2,2,3,1
"89",217789,"applicant",3,5,4,3,3,4,3,2,4,2,4,4,2,3,3,3,4,5,3,4,3,4,4,2,5,4,3,2,2,4,4,3,3,4,4,3,5,5,4,2,4,3,5,2,4,4,2,1,3,2,2,3,2,1,3,2,2,1,2,3
"90",217527,"applicant",3,5,5,2,1,3,4,3,1,2,3,4,2,1,1,2,4,4,2,3,4,4,5,1,4,4,3,4,1,3,4,2,1,4,4,4,5,5,4,1,4,4,4,1,4,2,1,2,4,3,3,4,1,2,1,1,3,1,2,2
"91",101960,"research",4,1,1,5,1,5,2,4,4,2,2,4,4,2,4,2,2,4,2,4,4,4,4,2,4,1,1,3,2,2,4,2,4,4,4,3,4,5,2,4,2,2,2,1,4,4,1,4,2,4,4,2,5,2,4,5,5,1,3,2
"92",100452,"research",4,2,3,1,1,5,4,5,5,2,5,2,1,1,2,1,4,5,4,5,5,5,5,1,1,1,5,4,2,3,5,1,4,5,5,1,5,5,5,1,4,5,5,1,4,4,1,1,4,1,2,3,1,4,1,2,3,1,2,1
"93",100698,"research",4,2,4,1,1,4,3,2,3,2,4,2,3,2,2,2,3,5,3,4,3,4,4,2,4,4,2,3,2,3,3,1,3,3,3,4,4,5,4,1,2,4,4,2,4,3,2,2,4,3,2,2,3,2,1,2,2,1,1,3
"94",100228,"research",4,2,4,1,1,5,5,1,4,4,5,4,1,1,2,2,2,5,1,1,4,5,2,1,5,5,1,1,1,5,4,1,4,2,2,4,1,5,2,1,4,1,5,2,4,4,2,1,4,4,2,4,4,1,1,1,2,1,2,2
"95",100830,"research",4,3,1,2,3,4,4,3,5,1,5,4,3,2,4,2,2,4,3,2,4,4,3,4,4,4,2,4,2,4,3,2,1,4,3,5,4,1,3,1,3,4,5,3,4,2,4,4,5,2,2,3,4,2,2,3,2,3,2,1
"96",100398,"research",4,3,3,1,1,4,4,2,4,2,5,3,2,2,2,3,4,4,3,3,3,4,4,1,5,4,3,4,2,4,3,2,2,4,4,4,4,5,4,1,4,3,5,2,4,3,4,2,4,3,3,3,2,1,1,3,2,1,2,2
"97",100652,"research",4,4,1,2,1,4,2,1,1,3,4,5,2,1,1,2,1,5,2,3,4,5,4,2,3,4,2,2,3,4,3,1,1,5,3,4,5,4,5,2,4,4,5,2,5,4,3,2,5,2,4,3,1,1,1,1,2,3,2,1
"98",100905,"research",4,4,2,1,2,4,3,4,4,2,4,3,1,1,2,2,2,4,4,4,4,5,5,2,5,4,3,2,1,4,4,1,2,3,2,2,5,5,5,1,2,3,5,1,4,3,4,3,5,1,2,1,2,2,1,4,2,1,2,2
"99",101982,"research",4,4,2,2,1,2,4,4,2,2,4,4,2,2,2,4,3,4,3,4,4,4,4,2,4,4,3,3,3,4,3,2,3,3,4,4,3,3,2,2,4,4,4,2,4,2,2,2,4,2,3,3,3,3,3,3,3,1,3,2
"100",100296,"research",4,4,2,3,2,4,4,4,4,2,4,4,1,1,3,1,3,4,3,2,4,3,4,1,5,4,2,4,4,3,3,1,2,3,4,5,5,1,3,1,2,3,1,2,2,4,3,3,5,2,4,2,1,2,1,2,3,3,2,3
"101",100499,"research",4,4,2,4,2,5,3,2,4,5,4,2,4,5,4,3,2,5,3,5,3,5,3,4,4,1,1,2,2,4,2,4,3,4,3,4,2,4,2,2,2,4,1,4,4,4,4,2,3,2,4,2,3,1,2,2,4,3,2,5
"102",100455,"research",4,4,4,2,2,4,4,5,4,2,4,2,1,5,1,3,4,5,4,3,4,4,4,2,4,4,2,2,3,4,2,1,2,3,4,4,5,5,3,2,2,4,4,1,4,3,1,3,4,1,2,2,1,2,1,2,5,1,2,2
"103",217528,"applicant",4,4,4,1,1,3,5,1,3,2,4,5,3,1,1,2,3,3,5,3,3,5,5,1,4,3,3,2,1,2,3,1,1,3,3,4,5,5,4,1,2,4,5,1,4,4,1,1,3,2,2,4,2,2,1,2,3,1,2,1
"104",100197,"research",4,4,4,2,2,4,4,2,4,2,4,3,2,4,2,2,4,4,2,2,3,4,4,2,4,4,2,4,2,2,2,2,4,2,4,4,4,5,4,2,4,2,4,2,4,4,2,2,4,2,4,2,4,2,2,2,2,2,2,2
"105",101866,"research",4,4,4,1,4,4,5,2,2,1,2,2,4,1,3,1,4,3,3,2,2,5,5,2,1,5,4,4,2,1,5,4,1,3,4,5,4,2,4,4,5,2,5,3,2,3,5,2,3,4,3,2,1,4,4,1,4,2,2,1
